BioSample	BioProject	Mapping_rate
SAMN07373172	PRJNA395215	91.9528
SAMN07373133	PRJNA395215	85.56
SAMN07373175	PRJNA395215	88.8968
SAMN07373174	PRJNA395215	87.7185
SAMN07373143	PRJNA395215	86.2591
SAMN07373186	PRJNA395215	81.866
SAMN07373187	PRJNA395215	88.6574
SAMN07373188	PRJNA395215	94.4358
SAMN07373189	PRJNA395215	94.0259
SAMN07373190	PRJNA395215	94.7078
SAMN07373191	PRJNA395215	94.5866
SAMN07373192	PRJNA395215	93.9134
SAMN07373194	PRJNA395215	93.0044
SAMN07373135	PRJNA395215	92.7945
SAMN07373136	PRJNA395215	93.539
SAMN07373137	PRJNA395215	92.2462
SAMN07373138	PRJNA395215	91.9035
SAMN07373139	PRJNA395215	91.6646
SAMN07373140	PRJNA395215	89.9715
SAMN07373141	PRJNA395215	89.4516
SAMN07373142	PRJNA395215	90.4681
SAMN07436709	PRJNA396797	82.4759
SAMN07436708	PRJNA396797	82.8583
SAMN07436707	PRJNA396797	86.3585
SAMN07436706	PRJNA396797	86.6034
SAMN07540325	PRJNA399013	84.9901
SAMN07540324	PRJNA399013	85.7409
SAMN07521042	PRJNA399013	84.9547
SAMN07521041	PRJNA399013	84.8772
SAMN07521043	PRJNA399013	82.3501
SAMN07521045	PRJNA399013	87.6633
SAMN07521039	PRJNA399013	87.3537
SAMN07521040	PRJNA399013	88.6149
SAMN07521037	PRJNA399013	81.1025
SAMN07521038	PRJNA399013	84.021
SAMN07521011	PRJNA399013	85.2103
SAMN07521012	PRJNA399013	82.0578
SAMN07521013	PRJNA399013	86.8094
SAMN07521014	PRJNA399013	86.5893
SAMN07521015	PRJNA399013	80.5904
SAMN07521016	PRJNA399013	82.1206
SAMN07521017	PRJNA399013	81.5271
SAMN07521018	PRJNA399013	83.7002
SAMN07521019	PRJNA399013	83.0302
SAMN07521020	PRJNA399013	82.3795
SAMN07521021	PRJNA399013	79.8612
SAMN07521022	PRJNA399013	79.6388
SAMN07520854	PRJNA399013	80.2224
SAMN07599987	PRJNA401337	72.6818
SAMN07599985	PRJNA401337	89.8745
SAMN07599986	PRJNA401337	79.1337
SAMN07605650	PRJNA401736	93.6746
SAMN07605648	PRJNA401736	93.2088
SAMN07605649	PRJNA401736	93.5868
SAMN07605647	PRJNA401736	93.5135
SAMN07605651	PRJNA401736	93.9006
SAMN07605646	PRJNA401736	93.8619
SAMN07637898	PRJNA407016	85.0371
SAMN07637897	PRJNA407016	86.9844
SAMN07637918	PRJNA407016	0.0494953
SAMN07637921	PRJNA407016	75.9299
SAMN07637919	PRJNA407016	72.6445
SAMN07637910	PRJNA407016	0.0505764
SAMN07637806	PRJNA407016	89.7059
SAMN07637808	PRJNA407016	88.7882
SAMN07637809	PRJNA407016	89.295
SAMN07637828	PRJNA407016	90.732
SAMN07637373	PRJNA407016	89.6358
SAMN07637375	PRJNA407016	89.6143
SAMN07637848	PRJNA407016	88.1751
SAMN07637847	PRJNA407016	89.0637
SAMN07637875	PRJNA407016	88.002
SAMN07637874	PRJNA407016	87.0467
SAMN07637877	PRJNA407016	85.7632
SAMN07637876	PRJNA407016	87.887200000000007
SAMN07637868	PRJNA407016	87.3987
SAMN07637849	PRJNA407016	87.921
SAMN07637873	PRJNA407016	84.8656
SAMN07637870	PRJNA407016	85.075
SAMN07685982	PRJNA409455	93.2659
SAMN07687075	PRJNA409457	93.3401
SAMN07687076	PRJNA409458	91.4147
SAMN07686239	PRJNA409459	93.4692
SAMN07686240	PRJNA409460	91.3908
SAMN07685981	PRJNA409462	91.0798
SAMN07686056	PRJNA409463	91.8619
SAMN07686057	PRJNA409464	91.3814
SAMN07685952	PRJNA409465	93.7264
SAMN07686058	PRJNA409466	91.6712
SAMN07686059	PRJNA409467	92.2073
SAMN07685951	PRJNA409469	91.6917
SAMN07686090	PRJNA409470	94.4715
SAMN07686091	PRJNA409471	91.8278
SAMN07685950	PRJNA409472	93.2547
SAMN07686092	PRJNA409473	91.2086
SAMN07686093	PRJNA409474	94.3105
SAMN07685929	PRJNA409476	94.469
SAMN07685930	PRJNA409477	91.2079
SAMN07685931	PRJNA409478	91.5966
SAMN07685948	PRJNA409479	94.3793
SAMN07685932	PRJNA409480	91.6729
SAMN07685933	PRJNA409481	91.9569
SAMN07685934	PRJNA409483	94.1714
SAMN07685979	PRJNA409484	91.9024
SAMN07685237	PRJNA409485	91.5377
SAMN07685500	PRJNA409486	95.1317
SAMN07684730	PRJNA409487	91.7481
SAMN07685409	PRJNA409488	94.6126
SAMN07685206	PRJNA409490	93.56
SAMN07684855	PRJNA409491	91.692
SAMN07685707	PRJNA409492	93.3328
SAMN07684800	PRJNA409493	94.6283
SAMN07684974	PRJNA409494	91.822
SAMN07685276	PRJNA409495	90.6741
SAMN07684907	PRJNA409496	91.9572
SAMN07685074	PRJNA409497	93.5358
SAMN07685655	PRJNA409499	92.1837
SAMN07684856	PRJNA409500	92.237
SAMN07685467	PRJNA409501	91.327
SAMN07684984	PRJNA409502	94.1028
SAMN07685421	PRJNA409503	92.2857
SAMN07685156	PRJNA409504	93.4065
SAMN07685515	PRJNA409505	92.4127
SAMN07685252	PRJNA409506	96.5817
SAMN07684953	PRJNA409507	91.8232
SAMN07685081	PRJNA409508	96.1464
SAMN07685033	PRJNA409509	93.0402
SAMN07684815	PRJNA409510	92.7279
SAMN07685124	PRJNA409511	93.6588
SAMN07684710	PRJNA409512	92.325
SAMN07685136	PRJNA409513	91.3738
SAMN07685428	PRJNA409515	96.0888
SAMN07685155	PRJNA409517	91.0823
SAMN07685606	PRJNA409518	96.2799
SAMN07685620	PRJNA409520	93.2053
SAMN07684832	PRJNA409521	91.7557
SAMN07685094	PRJNA409522	93.1223
SAMN07684806	PRJNA409523	91.9772
SAMN07684896	PRJNA409527	92.0514
SAMN07684742	PRJNA409528	91.7558
SAMN07685473	PRJNA409529	91.5439
SAMN07685433	PRJNA409530	91.5728
SAMN07684737	PRJNA409531	92.0898
SAMN07684775	PRJNA409532	91.6162
SAMN07687275	PRJNA410684	91.1005
SAMN07686241	PRJNA410685	92.4751
SAMN07686089	PRJNA410686	91.8483
SAMN07685949	PRJNA410687	90.5013
SAMN07685510	PRJNA410688	90.9407
SAMN07685580	PRJNA410689	91.849
SAMN07686962	PRJNA410690	92.436
SAMN07685162	PRJNA410691	92.3867
SAMN07687002	PRJNA410692	92.9003
SAMN07687205	PRJNA410693	93.2364
SAMN07687003	PRJNA410694	91.7195
SAMN07687004	PRJNA411141	92.2373
SAMN07687204	PRJNA411142	93.4735
SAMN07687005	PRJNA411143	90.7814
SAMN07687006	PRJNA411144	96.2419
SAMN07687174	PRJNA411145	91.5652
SAMN07687007	PRJNA411146	91.9544
SAMN07687008	PRJNA411147	92.3918
SAMN07687173	PRJNA411148	91.9429
SAMN07687056	PRJNA411150	93.634
SAMN07687172	PRJNA411151	91.4876
SAMN07686876	PRJNA411152	90.9765
SAMN07686877	PRJNA411153	91.9272
SAMN09714957	PRJNA412201	57.56
SAMN09714957	PRJNA412201	57.56
SAMN09714949	PRJNA412201	50.4994
SAMN09714949	PRJNA412201	50.4994
SAMN09714948	PRJNA412201	26.8379
SAMN09714949	PRJNA412201	50.4994
SAMN09714949	PRJNA412201	50.4994
SAMN09714949	PRJNA412201	50.4994
SAMN09714948	PRJNA412201	26.8379
SAMN09714948	PRJNA412201	26.8379
SAMN09714948	PRJNA412201	26.8379
SAMN09714948	PRJNA412201	26.8379
SAMN09714957	PRJNA412201	57.56
SAMN09714956	PRJNA412201	44.5696
SAMN09714956	PRJNA412201	44.5696
SAMN09714951	PRJNA412201	49.0008
SAMN09714951	PRJNA412201	49.0008
SAMN09714956	PRJNA412201	44.5696
SAMN09714950	PRJNA412201	48.0493
SAMN09714950	PRJNA412201	48.0493
SAMN09714950	PRJNA412201	48.0493
SAMN09714950	PRJNA412201	48.0493
SAMN09714951	PRJNA412201	49.0008
SAMN09714950	PRJNA412201	48.0493
SAMN09714951	PRJNA412201	49.0008
SAMN09714951	PRJNA412201	49.0008
SAMN09714957	PRJNA412201	57.56
SAMN09714956	PRJNA412201	44.5696
SAMN09714957	PRJNA412201	57.56
SAMN09714947	PRJNA412201	59.3144
SAMN09714947	PRJNA412201	59.3144
SAMN09714956	PRJNA412201	44.5696
SAMN09714851	PRJNA412201	67.7116
SAMN09714852	PRJNA412201	55.2353
SAMN09714853	PRJNA412201	49.4752
SAMN09714854	PRJNA412201	61.0964
SAMN09714855	PRJNA412201	43.5216
SAMN09714947	PRJNA412201	59.3144
SAMN09714947	PRJNA412201	59.3144
SAMN09714947	PRJNA412201	59.3144
SAMN07703162	PRJNA412240	85.6434
SAMN07703163	PRJNA412240	85.3118
SAMN07703164	PRJNA412240	85.6357
SAMN07703165	PRJNA412240	85.0442
SAMN07709360	PRJNA412346	11.9521
SAMN12210913	PRJNA412346	89.3543
SAMN12210912	PRJNA412346	89.4347
SAMN12210911	PRJNA412346	79.9016
SAMN07759888	PRJNA413649	91.5259
SAMN07759888	PRJNA413649	91.5259
SAMN07759887	PRJNA413649	90.9628
SAMN07759887	PRJNA413649	90.9628
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08162584	PRJNA422008	89.9049
SAMN08287155	PRJNA428294	93.0785
SAMN08287160	PRJNA428294	92.3099
SAMN08287153	PRJNA428294	93.727
SAMN08287152	PRJNA428294	91.8365
SAMN08287159	PRJNA428294	91.8642
SAMN08287158	PRJNA428294	92.7423
SAMN08287154	PRJNA428294	90.4417
SAMN08287157	PRJNA428294	92.0347
SAMN08287156	PRJNA428294	93.637
SAMN08287161	PRJNA428294	91.063
SAMN08287170	PRJNA428294	91.2157
SAMN08287186	PRJNA428294	92.027
SAMN08287167	PRJNA428294	91.9338
SAMN08287168	PRJNA428294	93.1943
SAMN08287169	PRJNA428294	91.4475
SAMN08287162	PRJNA428294	92.8753
SAMN08287163	PRJNA428294	93.0424
SAMN08287164	PRJNA428294	91.8625
SAMN08287165	PRJNA428294	92.3608
SAMN08287184	PRJNA428294	90.1786
SAMN08287171	PRJNA428294	91.7865
SAMN08287166	PRJNA428294	93.654
SAMN08287182	PRJNA428294	89.6952
SAMN08287183	PRJNA428294	89.1502
SAMN08287185	PRJNA428294	90.7767
SAMN08287181	PRJNA428294	88.124
SAMN08287180	PRJNA428294	90.5014
SAMN08287173	PRJNA428294	92.4945
SAMN08287172	PRJNA428294	91.3788
SAMN08287175	PRJNA428294	92.4276
SAMN08287174	PRJNA428294	92.5004
SAMN08287177	PRJNA428294	88.7037
SAMN08287176	PRJNA428294	92.7055
SAMN08287179	PRJNA428294	91.3299
SAMN08287178	PRJNA428294	91.4369
SAMN08461557	PRJNA432760	13.976
SAMN08461558	PRJNA432760	15.7951
SAMN08461555	PRJNA432760	14.1771
SAMN08461556	PRJNA432760	16.0966
SAMN08461553	PRJNA432760	20.9799
SAMN08461554	PRJNA432760	22.8231
SAMN08461551	PRJNA432760	14.7329
SAMN08461552	PRJNA432760	15.7172
SAMN08461559	PRJNA432760	39.192
SAMN08461560	PRJNA432760	12.8148
SAMN08461539	PRJNA432760	0.00312325
SAMN08461570	PRJNA432760	6.5945e-4
SAMN08461571	PRJNA432760	8.38327e-4
SAMN08461566	PRJNA432760	0.00614105
SAMN08461567	PRJNA432760	0.00786196
SAMN08461568	PRJNA432760	0.00453131
SAMN08461569	PRJNA432760	0.00218489
SAMN08461562	PRJNA432760	0.00248147
SAMN08461563	PRJNA432760	0.0023209
SAMN08461564	PRJNA432760	0.00758841
SAMN08461565	PRJNA432760	0.00577172
SAMN08461540	PRJNA432760	13.7929
SAMN08461539	PRJNA432760	0.00312325
SAMN08461538	PRJNA432760	16.5562
SAMN08461537	PRJNA432760	16.9155
SAMN08461544	PRJNA432760	13.7294
SAMN08461543	PRJNA432760	14.6467
SAMN08461542	PRJNA432760	16.9539
SAMN08461541	PRJNA432760	14.0071
SAMN08461546	PRJNA432760	12.2433
SAMN08461545	PRJNA432760	13.5772
SAMN08461536	PRJNA432760	14.0413
SAMN08461535	PRJNA432760	14.3367
SAMN08461575	PRJNA432760	0.00604571
SAMN08461574	PRJNA432760	0.00537923
SAMN08461573	PRJNA432760	0.00688655
SAMN08461572	PRJNA432760	0.0053493
SAMN08461534	PRJNA432760	18.2773
SAMN08461533	PRJNA432760	15.788
SAMN08461532	PRJNA432760	16.861
SAMN08461531	PRJNA432760	15.5614
SAMN08461536	PRJNA432760	14.0413
SAMN08461548	PRJNA432760	0.00190289
SAMN08461549	PRJNA432760	9.14044e-4
SAMN08461546	PRJNA432760	12.2433
SAMN08461547	PRJNA432760	0.00199982
SAMN08461544	PRJNA432760	13.7294
SAMN08461545	PRJNA432760	13.5772
SAMN08461542	PRJNA432760	16.9539
SAMN08461543	PRJNA432760	14.6467
SAMN08461550	PRJNA432760	0.00157249
SAMN08461551	PRJNA432760	14.7329
SAMN08461557	PRJNA432760	13.976
SAMN08461556	PRJNA432760	16.0966
SAMN08461559	PRJNA432760	39.192
SAMN08461558	PRJNA432760	15.7951
SAMN08461553	PRJNA432760	20.9799
SAMN08461552	PRJNA432760	15.7172
SAMN08461555	PRJNA432760	14.1771
SAMN08461554	PRJNA432760	22.8231
SAMN08461531	PRJNA432760	15.5614
SAMN08461532	PRJNA432760	16.861
SAMN08461533	PRJNA432760	15.788
SAMN08461534	PRJNA432760	18.2773
SAMN08461561	PRJNA432760	0.00164843
SAMN08461560	PRJNA432760	12.8148
SAMN08461574	PRJNA432760	0.00537923
SAMN08461575	PRJNA432760	0.00604571
SAMN08461540	PRJNA432760	13.7929
SAMN08461539	PRJNA432760	0.00312325
SAMN08461536	PRJNA432760	14.0413
SAMN08461535	PRJNA432760	14.3367
SAMN08461538	PRJNA432760	16.5562
SAMN08461537	PRJNA432760	16.9155
SAMN08461532	PRJNA432760	16.861
SAMN08461531	PRJNA432760	15.5614
SAMN08461534	PRJNA432760	18.2773
SAMN08461533	PRJNA432760	15.788
SAMN08461566	PRJNA432760	0.00614105
SAMN08461565	PRJNA432760	0.00577172
SAMN08461557	PRJNA432760	13.976
SAMN08461558	PRJNA432760	15.7951
SAMN08461560	PRJNA432760	12.8148
SAMN08461561	PRJNA432760	0.00164843
SAMN08461562	PRJNA432760	0.00248147
SAMN08461563	PRJNA432760	0.0023209
SAMN08461564	PRJNA432760	0.00758841
SAMN08461565	PRJNA432760	0.00577172
SAMN08461566	PRJNA432760	0.00614105
SAMN08461560	PRJNA432760	12.8148
SAMN08461559	PRJNA432760	39.192
SAMN08461562	PRJNA432760	0.00248147
SAMN08461561	PRJNA432760	0.00164843
SAMN08461564	PRJNA432760	0.00758841
SAMN08461563	PRJNA432760	0.0023209
SAMN08461550	PRJNA432760	0.00157249
SAMN08461549	PRJNA432760	9.14044e-4
SAMN08461548	PRJNA432760	0.00190289
SAMN08461546	PRJNA432760	12.2433
SAMN08461545	PRJNA432760	13.5772
SAMN08461544	PRJNA432760	13.7294
SAMN08461543	PRJNA432760	14.6467
SAMN08461542	PRJNA432760	16.9539
SAMN08461541	PRJNA432760	14.0071
SAMN08461558	PRJNA432760	15.7951
SAMN08461572	PRJNA432760	0.0053493
SAMN08461557	PRJNA432760	13.976
SAMN08461574	PRJNA432760	0.00537923
SAMN08461573	PRJNA432760	0.00688655
SAMN08461572	PRJNA432760	0.0053493
SAMN08461571	PRJNA432760	8.38327e-4
SAMN08461570	PRJNA432760	6.5945e-4
SAMN08461569	PRJNA432760	0.00218489
SAMN08461568	PRJNA432760	0.00453131
SAMN08461567	PRJNA432760	0.00786196
SAMN08461555	PRJNA432760	14.1771
SAMN08461556	PRJNA432760	16.0966
SAMN08461549	PRJNA432760	9.14044e-4
SAMN08461550	PRJNA432760	0.00157249
SAMN08461547	PRJNA432760	0.00199982
SAMN08461548	PRJNA432760	0.00190289
SAMN08461553	PRJNA432760	20.9799
SAMN08461554	PRJNA432760	22.8231
SAMN08461551	PRJNA432760	14.7329
SAMN08461552	PRJNA432760	15.7172
SAMN08461545	PRJNA432760	13.5772
SAMN08461546	PRJNA432760	12.2433
SAMN08461539	PRJNA432760	0.00312325
SAMN08461540	PRJNA432760	13.7929
SAMN08461537	PRJNA432760	16.9155
SAMN08461538	PRJNA432760	16.5562
SAMN08461543	PRJNA432760	14.6467
SAMN08461544	PRJNA432760	13.7294
SAMN08461541	PRJNA432760	14.0071
SAMN08461542	PRJNA432760	16.9539
SAMN08461569	PRJNA432760	0.00218489
SAMN08461538	PRJNA432760	16.5562
SAMN08461537	PRJNA432760	16.9155
SAMN08461536	PRJNA432760	14.0413
SAMN08461535	PRJNA432760	14.3367
SAMN08461534	PRJNA432760	18.2773
SAMN08461533	PRJNA432760	15.788
SAMN08461532	PRJNA432760	16.861
SAMN08461535	PRJNA432760	14.3367
SAMN08461541	PRJNA432760	14.0071
SAMN08461540	PRJNA432760	13.7929
SAMN08461566	PRJNA432760	0.00614105
SAMN08461565	PRJNA432760	0.00577172
SAMN08461568	PRJNA432760	0.00453131
SAMN08461567	PRJNA432760	0.00786196
SAMN08461562	PRJNA432760	0.00248147
SAMN08461561	PRJNA432760	0.00164843
SAMN08461564	PRJNA432760	0.00758841
SAMN08461563	PRJNA432760	0.0023209
SAMN08461571	PRJNA432760	8.38327e-4
SAMN08461570	PRJNA432760	6.5945e-4
SAMN08461556	PRJNA432760	16.0966
SAMN08461555	PRJNA432760	14.1771
SAMN08461548	PRJNA432760	0.00190289
SAMN08461547	PRJNA432760	0.00199982
SAMN08461550	PRJNA432760	0.00157249
SAMN08461549	PRJNA432760	9.14044e-4
SAMN08461552	PRJNA432760	15.7172
SAMN08461551	PRJNA432760	14.7329
SAMN08461554	PRJNA432760	22.8231
SAMN08461553	PRJNA432760	20.9799
SAMN08461567	PRJNA432760	0.00786196
SAMN08461568	PRJNA432760	0.00453131
SAMN08461573	PRJNA432760	0.00688655
SAMN08461570	PRJNA432760	6.5945e-4
SAMN08461571	PRJNA432760	8.38327e-4
SAMN08461572	PRJNA432760	0.0053493
SAMN08461573	PRJNA432760	0.00688655
SAMN08461574	PRJNA432760	0.00537923
SAMN08461575	PRJNA432760	0.00604571
SAMN08461531	PRJNA432760	15.5614
SAMN08463893	PRJNA432861	91.8552
SAMN08463894	PRJNA432861	93.036
SAMN08463891	PRJNA432861	94.1551
SAMN08463892	PRJNA432861	93.8448
SAMN08463889	PRJNA432861	95.0342
SAMN08463890	PRJNA432861	94.6299
SAMN08463869	PRJNA432861	96.2702
SAMN08463870	PRJNA432861	96.0036
SAMN08463871	PRJNA432861	96.0425
SAMN08463872	PRJNA432861	96.1099
SAMN08463873	PRJNA432861	95.8238
SAMN08463874	PRJNA432861	95.9978
SAMN08463875	PRJNA432861	95.7265
SAMN08463876	PRJNA432861	96.2115
SAMN08463877	PRJNA432861	94.899
SAMN08463878	PRJNA432861	94.8461
SAMN08463863	PRJNA432861	96.6435
SAMN08463864	PRJNA432861	96.7226
SAMN08463865	PRJNA432861	96.4166
SAMN08463866	PRJNA432861	96.2845
SAMN08463859	PRJNA432861	95.9051
SAMN08463860	PRJNA432861	95.9464
SAMN08463861	PRJNA432861	96.4998
SAMN08463862	PRJNA432861	96.5616
SAMN08463867	PRJNA432861	96.4207
SAMN08463868	PRJNA432861	96.6464
SAMN08463888	PRJNA432861	94.5292
SAMN08463887	PRJNA432861	94.6934
SAMN08463884	PRJNA432861	94.9704
SAMN08463883	PRJNA432861	94.9866
SAMN08463886	PRJNA432861	94.9418
SAMN08463885	PRJNA432861	94.98
SAMN08463880	PRJNA432861	95.2119
SAMN08463879	PRJNA432861	94.8982
SAMN08463882	PRJNA432861	95.152
SAMN08463881	PRJNA432861	95.1788
SAMN08469974	PRJNA433069	86.0947
SAMN08469975	PRJNA433069	94.8324
SAMN08469976	PRJNA433069	94.1808
SAMN08469977	PRJNA433069	90.563
SAMN08565567	PRJNA434625	95.0833
SAMN08565566	PRJNA434625	85.211
SAMN08565566	PRJNA434625	85.211
SAMN08565566	PRJNA434625	85.211
SAMN08565567	PRJNA434625	95.0833
SAMN08565567	PRJNA434625	95.0833
SAMN08637756	PRJNA436822	89.2826
SAMN08634679	PRJNA436822	89.632
SAMN08634308	PRJNA436822	89.5709
SAMN08633985	PRJNA436822	89.1074
SAMN08707413	PRJNA438169	82.5919
SAMN08707414	PRJNA438169	81.5945
SAMN08707415	PRJNA438169	87.0906
SAMN08707416	PRJNA438169	84.1996
SAMN08707417	PRJNA438169	85.6722
SAMN08707418	PRJNA438169	86.845
SAMN08707419	PRJNA438169	87.8534
SAMN08707420	PRJNA438169	87.9335
SAMN07430305	PRJNA438579	88.5768
SAMN07430306	PRJNA438579	86.7602
SAMN07430297	PRJNA438579	86.7163
SAMN07430298	PRJNA438579	83.8056
SAMN07430299	PRJNA438579	89.6038
SAMN07430300	PRJNA438579	88.6708
SAMN08828774	PRJNA448336	78.8263
SAMN08828775	PRJNA448336	80.0074
SAMN08828776	PRJNA448336	82.6575
SAMN08828777	PRJNA448336	87.0247
SAMN08828778	PRJNA448336	85.8079
SAMN08828779	PRJNA448336	85.0388
SAMN08828780	PRJNA448336	83.4652
SAMN08828769	PRJNA448336	85.0687
SAMN08828770	PRJNA448336	83.9766
SAMN08828771	PRJNA448336	81.6929
SAMN08828772	PRJNA448336	82.8757
SAMN08828773	PRJNA448336	80.1246
SAMN08903403	PRJNA449429	91.0539
SAMN08903401	PRJNA449429	91.2117
SAMN08903402	PRJNA449429	91.5126
SAMN08903400	PRJNA449429	90.8294
SAMN08903399	PRJNA449429	92.2088
SAMN08903398	PRJNA449429	92.3904
SAMN08903404	PRJNA449429	89.0727
SAMN08903389	PRJNA449429	90.7991
SAMN08903406	PRJNA449429	29.5222
SAMN08903405	PRJNA449429	91.1246
SAMN08903395	PRJNA449429	91.8902
SAMN08903392	PRJNA449429	91.0067
SAMN08903393	PRJNA449429	86.4872
SAMN08903394	PRJNA449429	85.2575
SAMN08903390	PRJNA449429	45.3643
SAMN08903391	PRJNA449429	40.6182
SAMN08903397	PRJNA449429	84.8512
SAMN08903396	PRJNA449429	86.1363
SAMN09078119	PRJNA464061	0.0339967
SAMN09078120	PRJNA464061	0.0483226
SAMN09078121	PRJNA464061	0.098516
SAMN09078122	PRJNA464061	0.00861289
SAMN09078153	PRJNA464061	0.0294332
SAMN09078154	PRJNA464061	0.0775629
SAMN09078155	PRJNA464061	0.00596151
SAMN09078156	PRJNA464061	0.0168849
SAMN09078157	PRJNA464061	0.0245434
SAMN09078158	PRJNA464061	0.145263
SAMN09078159	PRJNA464061	0.0253369
SAMN09078160	PRJNA464061	0.114587
SAMN09078161	PRJNA464061	0.0726327
SAMN09078162	PRJNA464061	0.0645401
SAMN09078163	PRJNA464061	0.644637
SAMN09078164	PRJNA464061	0.132231
SAMN09078165	PRJNA464061	0.808653
SAMN09078166	PRJNA464061	0.0129889
SAMN09078167	PRJNA464061	0.206822
SAMN09078168	PRJNA464061	0.0564931
SAMN09078169	PRJNA464061	0.0839102
SAMN09078170	PRJNA464061	0.0928999
SAMN09078171	PRJNA464061	0.0887177
SAMN09078172	PRJNA464061	0.0338533
SAMN09078173	PRJNA464061	0.0159247
SAMN09078174	PRJNA464061	0.118772
SAMN09078175	PRJNA464061	0.0220193
SAMN09078176	PRJNA464061	0.171919
SAMN09078177	PRJNA464061	0.110491
SAMN09078031	PRJNA464061	0.0778886
SAMN09078123	PRJNA464061	0.00503343
SAMN09078124	PRJNA464061	0.0145624
SAMN09078178	PRJNA464061	0.00124757
SAMN09078028	PRJNA464061	0.0153715
SAMN09078029	PRJNA464061	0.0161951
SAMN09078030	PRJNA464061	0.0169929
SAMN09078125	PRJNA464061	0.106908
SAMN09078126	PRJNA464061	0.152309
SAMN09078127	PRJNA464061	0.0146941
SAMN09078128	PRJNA464061	0.108417
SAMN09078129	PRJNA464061	0.438995
SAMN09078130	PRJNA464061	3.66729
SAMN09078131	PRJNA464061	4.46838
SAMN09078132	PRJNA464061	3.52549
SAMN09078133	PRJNA464061	2.92943
SAMN09078134	PRJNA464061	10.4063
SAMN09078135	PRJNA464061	5.55394
SAMN09078136	PRJNA464061	8.34833
SAMN09078137	PRJNA464061	11.7126
SAMN09078138	PRJNA464061	22.437
SAMN09078139	PRJNA464061	17.9253
SAMN09078140	PRJNA464061	15.562
SAMN09078141	PRJNA464061	7.88801
SAMN09078142	PRJNA464061	0.952284
SAMN09078143	PRJNA464061	6.41117
SAMN09078144	PRJNA464061	4.46436
SAMN09078145	PRJNA464061	10.0599
SAMN09078146	PRJNA464061	6.1208
SAMN09078147	PRJNA464061	3.11607
SAMN09078151	PRJNA464061	6.0218
SAMN09078152	PRJNA464061	7.0003
SAMN09078299	PRJNA464061	3.59461
SAMN09078300	PRJNA464061	5.39476
SAMN09078301	PRJNA464061	3.54645
SAMN09078148	PRJNA464061	2.74175
SAMN09078149	PRJNA464061	1.56644
SAMN09078150	PRJNA464061	3.02481
SAMN09078302	PRJNA464061	9.63735
SAMN09078303	PRJNA464061	5.29658
SAMN09078304	PRJNA464061	5.58045
SAMN09078305	PRJNA464061	5.36224
SAMN09078306	PRJNA464061	4.34748
SAMN09078307	PRJNA464061	6.08176
SAMN09078308	PRJNA464061	4.43658
SAMN09078309	PRJNA464061	4.58366
SAMN09078310	PRJNA464061	5.93667
SAMN09078311	PRJNA464061	7.04258
SAMN09078312	PRJNA464061	6.86359
SAMN09078313	PRJNA464061	7.31192
SAMN09078314	PRJNA464061	3.04444
SAMN09078315	PRJNA464061	5.08681
SAMN09078316	PRJNA464061	7.41353
SAMN09078317	PRJNA464061	7.58511
SAMN09078318	PRJNA464061	8.35918
SAMN09078319	PRJNA464061	8.28186
SAMN09078320	PRJNA464061	4.23726
SAMN09078321	PRJNA464061	4.25577
SAMN09078322	PRJNA464061	3.85409
SAMN09078323	PRJNA464061	6.62134
SAMN09078324	PRJNA464061	3.71957
SAMN09078325	PRJNA464061	6.21058
SAMN09078326	PRJNA464061	6.11994
SAMN09078327	PRJNA464061	5.10371
SAMN09078328	PRJNA464061	8.08852
SAMN09078239	PRJNA464061	8.8203
SAMN09078240	PRJNA464061	3.83003
SAMN09078241	PRJNA464061	5.78398
SAMN09078242	PRJNA464061	2.75459
SAMN09078243	PRJNA464061	6.4891
SAMN09078244	PRJNA464061	4.92741
SAMN09078245	PRJNA464061	4.4807
SAMN09078246	PRJNA464061	4.43233
SAMN09078247	PRJNA464061	91.5508
SAMN09078248	PRJNA464061	93.133
SAMN09078249	PRJNA464061	92.279
SAMN09078250	PRJNA464061	93.1025
SAMN09078251	PRJNA464061	93.7943
SAMN09078252	PRJNA464061	95.0858
SAMN09078253	PRJNA464061	94.8798
SAMN09078254	PRJNA464061	94.7833
SAMN09078255	PRJNA464061	94.4317
SAMN09078256	PRJNA464061	94.6373
SAMN09078257	PRJNA464061	94.2227
SAMN09078258	PRJNA464061	94.0791
SAMN09078259	PRJNA464061	94.8846
SAMN09078260	PRJNA464061	94.0662
SAMN09078261	PRJNA464061	94.2954
SAMN09078262	PRJNA464061	93.8612
SAMN09078263	PRJNA464061	92.0971
SAMN09078264	PRJNA464061	92.4428
