BioSample	BioProject	Mapping_rate
SAMN11849868	PRJNA544698	93.8568
SAMN11849868	PRJNA544698	93.8568
SAMN11849879	PRJNA544698	94.3223
SAMN11849867	PRJNA544698	94.5166
SAMN11849869	PRJNA544698	94.0158
SAMN11849869	PRJNA544698	94.0158
SAMN11849877	PRJNA544698	93.4155
SAMN11849885	PRJNA544698	91.8342
SAMN11849876	PRJNA544698	94.2957
SAMN11849876	PRJNA544698	94.2957
SAMN11849883	PRJNA544698	94.2438
SAMN11849883	PRJNA544698	94.2438
SAMN11849874	PRJNA544698	94.3554
SAMN11849874	PRJNA544698	94.3554
SAMN11849873	PRJNA544698	94.531
SAMN11849873	PRJNA544698	94.531
SAMN11849876	PRJNA544698	94.2957
SAMN11849875	PRJNA544698	94.565
SAMN11849875	PRJNA544698	94.565
SAMN11849874	PRJNA544698	94.3554
SAMN11849885	PRJNA544698	91.8342
SAMN11849882	PRJNA544698	92.7797
SAMN11849887	PRJNA544698	93.8974
SAMN11849887	PRJNA544698	93.8974
SAMN11849881	PRJNA544698	91.5002
SAMN12040109	PRJNA548564	92.9869
SAMN12040108	PRJNA548564	93.7883
SAMN12040107	PRJNA548564	95.6634
SAMN12040106	PRJNA548564	96.1084
SAMN12040113	PRJNA548564	95.9746
SAMN12040112	PRJNA548564	95.7961
SAMN12040111	PRJNA548564	94.8305
SAMN12040110	PRJNA548564	94.5732
SAMN12040115	PRJNA548564	93.4927
SAMN12040114	PRJNA548564	92.9317
SAMN12040117	PRJNA548564	94.7109
SAMN12040116	PRJNA548564	94.939
SAMN12040119	PRJNA548564	95.2849
SAMN12040118	PRJNA548564	95.4107
SAMN12040121	PRJNA548564	93.7617
SAMN12040120	PRJNA548564	93.4446
SAMN12040123	PRJNA548564	94.76
SAMN12040122	PRJNA548564	94.718
SAMN12099652	PRJNA549915	86.1863
SAMN12099651	PRJNA549915	87.1936
SAMN12099650	PRJNA549915	85.6575
SAMN12099671	PRJNA549915	88.5522
SAMN12099670	PRJNA549915	88.5038
SAMN12099669	PRJNA549915	88.2657
SAMN12099668	PRJNA549915	88.8555
SAMN12099667	PRJNA549915	86.205
SAMN12099666	PRJNA549915	88.6084
SAMN12099665	PRJNA549915	87.3727
SAMN12099664	PRJNA549915	88.9885
SAMN12099673	PRJNA549915	90.1441
SAMN12099672	PRJNA549915	88.3832
SAMN12099654	PRJNA549915	87.6472
SAMN12099679	PRJNA549915	90.2331
SAMN12099680	PRJNA549915	87.7164
SAMN12099684	PRJNA549915	87.9101
SAMN12099660	PRJNA549915	89.13
SAMN12099681	PRJNA549915	87.9632
SAMN12099676	PRJNA549915	88.014
SAMN12099677	PRJNA549915	87.8676
SAMN12099674	PRJNA549915	88.1936
SAMN12099675	PRJNA549915	87.8249
SAMN12099655	PRJNA549915	90.0048
SAMN12099656	PRJNA549915	88.4919
SAMN12099657	PRJNA549915	88.478
SAMN12099658	PRJNA549915	87.1841
SAMN12099659	PRJNA549915	87.9715
SAMN12099661	PRJNA549915	89.7008
SAMN12099662	PRJNA549915	87.9948
SAMN12099663	PRJNA549915	87.0999
SAMN12099678	PRJNA549915	88.5717
SAMN12099685	PRJNA549915	90.5441
SAMN12099682	PRJNA549915	89.6107
SAMN12099683	PRJNA549915	87.7803
SAMN12099653	PRJNA549915	88.6132
SAMN12158008	PRJNA551573	90.9521
SAMN12158007	PRJNA551573	91.1793
SAMN12158006	PRJNA551573	90.7385
SAMN12158006	PRJNA551573	90.7385
SAMN12158005	PRJNA551573	90.4818
SAMN12158002	PRJNA551573	90.8375
SAMN12158001	PRJNA551573	90.6134
SAMN12158004	PRJNA551573	91.4701
SAMN12158003	PRJNA551573	91.2562
SAMN12157998	PRJNA551573	90.4638
SAMN12157997	PRJNA551573	90.5299
SAMN12158000	PRJNA551573	90.7752
SAMN12157999	PRJNA551573	91.0237
SAMN12158014	PRJNA551573	91.4989
SAMN12158013	PRJNA551573	91.6056
SAMN12158012	PRJNA551573	91.9377
SAMN12158011	PRJNA551573	91.691
SAMN12158010	PRJNA551573	92.1245
SAMN12158009	PRJNA551573	91.7024
SAMN12158008	PRJNA551573	90.9521
SAMN12158007	PRJNA551573	91.1793
SAMN12172309	PRJNA551965	92.3105
SAMN12600400	PRJNA560864	90.0072
SAMN12600401	PRJNA560864	91.1155
SAMN12600402	PRJNA560864	91.2806
SAMN12600403	PRJNA560864	91.8429
SAMN12600404	PRJNA560864	91.1593
SAMN12600405	PRJNA560864	90.721
SAMN12600406	PRJNA560864	92.1511
SAMN12600407	PRJNA560864	91.637200000000007
SAMN12600408	PRJNA560864	91.8536
SAMN12600409	PRJNA560864	89.1124
SAMN12600410	PRJNA560864	90.187
SAMN12600411	PRJNA560864	92.2489
SAMN12600412	PRJNA560864	93.0028
SAMN12600413	PRJNA560864	93.0679
SAMN12600414	PRJNA560864	93.2879
SAMN12600377	PRJNA560864	92.4796
SAMN12600378	PRJNA560864	92.0583
SAMN12600379	PRJNA560864	93.4194
SAMN12671272	PRJNA563259	85.5705
SAMN12671272	PRJNA563259	85.5705
SAMN12727368	PRJNA564957	92.6884
SAMN12727369	PRJNA564957	91.7266
SAMN12727370	PRJNA564957	91.467
SAMN12727371	PRJNA564957	92.3967
SAMN12727372	PRJNA564957	91.9942
SAMN12727373	PRJNA564957	90.6522
SAMN12727374	PRJNA564957	91.426
SAMN12727375	PRJNA564957	91.0546
SAMN12727376	PRJNA564957	90.8549
SAMN12727377	PRJNA564957	91.1674
SAMN12727378	PRJNA564957	92.7243
SAMN12727379	PRJNA564957	92.2006
SAMN12727380	PRJNA564957	92.4109
SAMN12727381	PRJNA564957	92.0133
SAMN12727382	PRJNA564957	92.0924
SAMN12727383	PRJNA564957	91.8224
SAMN12727384	PRJNA564957	92.0611
SAMN12727385	PRJNA564957	91.6481
SAMN12727386	PRJNA564957	90.1009
SAMN12727387	PRJNA564957	89.9939
SAMN12792929	PRJNA571970	87.6734
SAMN12792928	PRJNA571970	88.2716
SAMN12792927	PRJNA571970	85.7721
SAMN12792926	PRJNA571970	87.4658
SAMN12792925	PRJNA571970	89.7414
SAMN12792924	PRJNA571970	89.9819
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12861902	PRJNA574626	77.8812
SAMN12989345	PRJNA576585	88.6365
SAMN12989344	PRJNA576585	87.818
SAMN12989343	PRJNA576585	87.6085
SAMN12989342	PRJNA576585	89.445
SAMN12989341	PRJNA576585	88.6182
SAMN12989340	PRJNA576585	89.9915
SAMN12989339	PRJNA576585	86.663
SAMN12989338	PRJNA576585	88.3802
SAMN12989337	PRJNA576585	87.0888
SAMN13104258	PRJNA579169	82.9436
SAMN13104259	PRJNA579169	88.909
SAMN13104260	PRJNA579169	90.7924
SAMN13104239	PRJNA579169	91.6883
SAMN13104240	PRJNA579169	89.9891
SAMN13104241	PRJNA579169	92.0287
SAMN13104242	PRJNA579169	88.4222
SAMN13104243	PRJNA579169	2.36624
SAMN13104244	PRJNA579169	86.5179
SAMN13107057	PRJNA579241	88.2027
SAMN13107054	PRJNA579241	90.9571
SAMN13107053	PRJNA579241	90.903
SAMN13107052	PRJNA579241	90.8669
SAMN13107051	PRJNA579241	82.5894
SAMN13107050	PRJNA579241	83.1767
SAMN13107049	PRJNA579241	82.1605
SAMN13107048	PRJNA579241	90.261
SAMN13107060	PRJNA579241	88.5501
SAMN13107059	PRJNA579241	88.7184
SAMN13107039	PRJNA579241	90.3921
SAMN13107028	PRJNA579241	90.7647
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13108101	PRJNA579398	0.582842
SAMN13112829	PRJNA579398	41.5663
SAMN13108101	PRJNA579398	0.582842
SAMN13386940	PRJNA591736	79.3706
SAMN13386939	PRJNA591736	76.5241
SAMN13386938	PRJNA591736	79.7931
SAMN13386937	PRJNA591736	79.4509
SAMN13386936	PRJNA591736	78.6924
SAMN13386935	PRJNA591736	77.3742
SAMN13386934	PRJNA591736	80.2024
SAMN13386933	PRJNA591736	76.5047
SAMN13386942	PRJNA591736	76.5299
SAMN13386941	PRJNA591736	77.7034
SAMN13386932	PRJNA591736	79.7447
SAMN13386931	PRJNA591736	76.4322
SAMN13520114	PRJNA594515	88.4064
SAMN13520115	PRJNA594515	86.9877
SAMN13520116	PRJNA594515	88.1716
SAMN13520117	PRJNA594515	91.2355
SAMN13520118	PRJNA594515	90.3518
SAMN13520119	PRJNA594515	91.0837
SAMN13520120	PRJNA594515	87.6797
SAMN13520121	PRJNA594515	89.2311
SAMN13520122	PRJNA594515	90.3544
SAMN13520059	PRJNA594515	89.952
SAMN13520060	PRJNA594515	90.6009
SAMN13520061	PRJNA594515	89.6985
SAMN13520062	PRJNA594515	92.0512
SAMN13520063	PRJNA594515	91.9752
SAMN13520064	PRJNA594515	92.5806
SAMN13520065	PRJNA594515	92.8977
SAMN13520066	PRJNA594515	92.1961
SAMN13520067	PRJNA594515	92.2787
SAMN13520068	PRJNA594515	84.0056
SAMN13520069	PRJNA594515	87.7629
SAMN13520070	PRJNA594515	89.3785
SAMN13520071	PRJNA594515	91.7459
SAMN13520072	PRJNA594515	92.2533
SAMN13520073	PRJNA594515	92.0611
SAMN13520074	PRJNA594515	88.9507
SAMN13520075	PRJNA594515	87.3699
SAMN13520076	PRJNA594515	85.8766
SAMN13520077	PRJNA594515	91.1541
SAMN13520078	PRJNA594515	92.7889
SAMN13520079	PRJNA594515	92.0074
SAMN13520080	PRJNA594515	92.1935
SAMN13520081	PRJNA594515	91.8176
SAMN13520096	PRJNA594515	90.4003
SAMN13520097	PRJNA594515	90.6449
SAMN13520098	PRJNA594515	89.6854
SAMN13520099	PRJNA594515	89.3533
SAMN13520100	PRJNA594515	91.2539
SAMN13520101	PRJNA594515	88.015
SAMN13520102	PRJNA594515	88.6411
SAMN13520103	PRJNA594515	89.4411
SAMN13520104	PRJNA594515	89.9745
SAMN13520105	PRJNA594515	89.947
SAMN13520106	PRJNA594515	91.5499
SAMN13520107	PRJNA594515	90.8576
SAMN13520108	PRJNA594515	92.6802
SAMN13520109	PRJNA594515	92.9722
SAMN13520110	PRJNA594515	91.531
SAMN13520111	PRJNA594515	92.917
SAMN13520112	PRJNA594515	91.9892
SAMN13520113	PRJNA594515	93.1722
SAMN13520082	PRJNA594515	93.367
SAMN13520093	PRJNA594515	92.1723
SAMN13520094	PRJNA594515	93.3157
SAMN13520095	PRJNA594515	93.2501
SAMN13611594	PRJNA596048	97.3822
SAMN13743073	PRJNA599037	89.7807
SAMN13743072	PRJNA599037	89.3296
SAMN13743071	PRJNA599037	88.6342
SAMN13743070	PRJNA599037	90.3931
SAMN13743069	PRJNA599037	89.7462
SAMN13743068	PRJNA599037	88.0287
SAMN13743067	PRJNA599037	87.6238
SAMN13743066	PRJNA599037	81.3751
SAMN13743065	PRJNA599037	86.1765
SAMN14069580	PRJNA605480	90.6509
SAMN14069579	PRJNA605480	91.4212
SAMN14069578	PRJNA605480	90.5608
SAMN14069577	PRJNA605480	91.0436
SAMN14069576	PRJNA605480	90.711
SAMN14069575	PRJNA605480	90.8256
SAMN14070099	PRJNA605520	89.8895
SAMN14070098	PRJNA605520	89.8972
SAMN14070097	PRJNA605520	90.0323
SAMN14070096	PRJNA605520	90.2835
SAMN14070095	PRJNA605520	90.1905
SAMN14070094	PRJNA605520	90.6858
SAMN14074111	PRJNA605671	89.4657
SAMN14074111	PRJNA605671	89.4657
SAMN14074110	PRJNA605671	88.4368
SAMN14074110	PRJNA605671	88.4368
SAMN14074111	PRJNA605671	89.4657
SAMN14074110	PRJNA605671	88.4368
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14379813	PRJNA612667	86.8035
SAMN14409621	PRJNA613577	90.3734
SAMN14409620	PRJNA613577	90.7947
SAMN14409619	PRJNA613577	90.2361
SAMN14409618	PRJNA613577	90.9437
SAMN14409617	PRJNA613577	90.548
SAMN14409616	PRJNA613577	91.143
SAMN14409615	PRJNA613577	90.3447
SAMN14409614	PRJNA613577	90.2165
SAMN14409623	PRJNA613577	89.5611
SAMN14409622	PRJNA613577	90.3897
SAMN14409613	PRJNA613577	89.6508
SAMN14409612	PRJNA613577	91.0799
SAMN14474689	PRJNA615913	66.9954
SAMN14474688	PRJNA615913	64.9143
SAMN14474687	PRJNA615913	65.9726
SAMN14474686	PRJNA615913	68.7001
SAMN14474685	PRJNA615913	61.4818
SAMN14474684	PRJNA615913	66.42
SAMN14474683	PRJNA615913	68.7393
SAMN14474682	PRJNA615913	67.3091
SAMN14474695	PRJNA615913	67.6354
SAMN14474694	PRJNA615913	63.7522
SAMN14474693	PRJNA615913	64.3036
SAMN14474692	PRJNA615913	65.1553
SAMN14474691	PRJNA615913	65.1309
SAMN14474690	PRJNA615913	66.6416
SAMN14474681	PRJNA615913	62.4581
SAMN14474680	PRJNA615913	62.4816
SAMN14483489	PRJNA616185	47.8925
SAMN14483489	PRJNA616185	47.8925
SAMN14483489	PRJNA616185	47.8925
SAMN14483489	PRJNA616185	47.8925
SAMN14483489	PRJNA616185	47.8925
SAMN14483489	PRJNA616185	47.8925
SAMN14604352	PRJNA625648	90.3347
SAMN14604351	PRJNA625648	90.5891
SAMN14604360	PRJNA625648	91.8809
SAMN14604359	PRJNA625648	90.8421
SAMN14604358	PRJNA625648	90.2418
SAMN14604357	PRJNA625648	90.847
SAMN14604356	PRJNA625648	90.3205
SAMN14604355	PRJNA625648	91.3329
SAMN14604354	PRJNA625648	91.3249
SAMN14604353	PRJNA625648	89.9457
SAMN14604362	PRJNA625648	91.7433
SAMN14604361	PRJNA625648	91.107
SAMN14614952	PRJNA626031	88.6174
SAMN14614951	PRJNA626031	89.2948
SAMN14614950	PRJNA626031	89.5513
SAMN14614949	PRJNA626031	89.9149
SAMN14614948	PRJNA626031	89.6478
SAMN14614947	PRJNA626031	83.1985
SAMN14614946	PRJNA626031	83.9209
SAMN14614945	PRJNA626031	87.1763
SAMN14614957	PRJNA626031	85.9913
SAMN14614956	PRJNA626031	86.6195
SAMN14614955	PRJNA626031	84.4026
SAMN14614954	PRJNA626031	89.0715
SAMN14614953	PRJNA626031	90.3641
SAMN14614944	PRJNA626031	88.5156
SAMN14614943	PRJNA626031	84.8934
SAMN14766567	PRJNA629075	90.8243
SAMN14766566	PRJNA629075	90.7135
SAMN14766565	PRJNA629075	90.2952
SAMN14766564	PRJNA629075	90.962
SAMN14858276	PRJNA631275	90.9976
SAMN14858277	PRJNA631275	90.9904
SAMN14858278	PRJNA631275	76.3615
SAMN14858279	PRJNA631275	76.2644
SAMN14858280	PRJNA631275	77.9934
SAMN14858281	PRJNA631275	76.9539
SAMN14858282	PRJNA631275	81.6438
SAMN14858283	PRJNA631275	79.0351
SAMN15097864	PRJNA637168	83.0882
SAMN15097865	PRJNA637168	78.292
SAMN15097866	PRJNA637168	85.9194
SAMN15097870	PRJNA637168	77.7912
SAMN15097871	PRJNA637168	81.8413
SAMN15097873	PRJNA637168	84.9575
SAMN15097874	PRJNA637168	88.1104
SAMN15097875	PRJNA637168	88.7485
SAMN15097860	PRJNA637168	57.4044
SAMN15097863	PRJNA637168	82.0347
SAMN15097876	PRJNA637168	84.7845
SAMN15097877	PRJNA637168	89.2349
SAMN15142310	PRJNA637455	90.771
SAMN15142309	PRJNA637455	90.2525
SAMN15142308	PRJNA637455	90.0574
SAMN15142307	PRJNA637455	89.8561
SAMN15142312	PRJNA637455	90.4332
SAMN15142311	PRJNA637455	90.7044
SAMN15581362	PRJNA647268	92.7937
SAMN15581362	PRJNA647268	92.7937
SAMN15581362	PRJNA647268	92.7937
SAMN15581362	PRJNA647268	92.7937
SAMN15581362	PRJNA647268	92.7937
SAMN15581362	PRJNA647268	92.7937
SAMN15648393	PRJNA648781	NA
SAMN15648392	PRJNA648781	NA
SAMN15648391	PRJNA648781	NA
SAMN15648390	PRJNA648781	NA
SAMN15648389	PRJNA648781	NA
SAMN15648388	PRJNA648781	NA
SAMN15648387	PRJNA648781	NA
SAMN15648072	PRJNA648781	NA
SAMN15648386	PRJNA648781	NA
SAMN15648385	PRJNA648781	NA
SAMN15648384	PRJNA648781	NA
SAMN15648383	PRJNA648781	NA
SAMN15648382	PRJNA648781	NA
SAMN15648381	PRJNA648781	NA
SAMN15648380	PRJNA648781	NA
SAMN15648379	PRJNA648781	NA
SAMN15648378	PRJNA648781	NA
SAMN15648377	PRJNA648781	NA
SAMN15648071	PRJNA648781	NA
SAMN15648376	PRJNA648781	NA
SAMN15648375	PRJNA648781	NA
SAMN15648374	PRJNA648781	NA
SAMN15648373	PRJNA648781	NA
SAMN15648372	PRJNA648781	NA
SAMN15648371	PRJNA648781	NA
SAMN15648370	PRJNA648781	NA
SAMN15648369	PRJNA648781	NA
SAMN15648368	PRJNA648781	NA
SAMN15648367	PRJNA648781	NA
SAMN15648070	PRJNA648781	NA
SAMN15648366	PRJNA648781	NA
SAMN15648365	PRJNA648781	NA
SAMN15648364	PRJNA648781	NA
SAMN15648363	PRJNA648781	NA
SAMN15648362	PRJNA648781	NA
SAMN15648361	PRJNA648781	NA
SAMN15648360	PRJNA648781	NA
SAMN15648359	PRJNA648781	NA
SAMN15648358	PRJNA648781	NA
SAMN15648357	PRJNA648781	NA
SAMN15648069	PRJNA648781	NA
SAMN15648356	PRJNA648781	NA
SAMN15648571	PRJNA648781	NA
SAMN15648570	PRJNA648781	NA
SAMN15648569	PRJNA648781	NA
SAMN15648568	PRJNA648781	NA
SAMN15648567	PRJNA648781	NA
SAMN15648090	PRJNA648781	NA
SAMN15648566	PRJNA648781	NA
SAMN15648565	PRJNA648781	NA
SAMN15648564	PRJNA648781	NA
SAMN15648563	PRJNA648781	NA
SAMN15648562	PRJNA648781	NA
SAMN15648561	PRJNA648781	NA
SAMN15648560	PRJNA648781	NA
SAMN15648559	PRJNA648781	NA
SAMN15648558	PRJNA648781	NA
SAMN15648557	PRJNA648781	NA
SAMN15648089	PRJNA648781	NA
SAMN15648556	PRJNA648781	NA
SAMN15648555	PRJNA648781	NA
SAMN15648554	PRJNA648781	NA
SAMN15648553	PRJNA648781	NA
SAMN15648552	PRJNA648781	NA
SAMN15648551	PRJNA648781	NA
SAMN15648550	PRJNA648781	NA
SAMN15648549	PRJNA648781	NA
SAMN15648548	PRJNA648781	NA
SAMN15648547	PRJNA648781	NA
SAMN15648088	PRJNA648781	NA
SAMN15648546	PRJNA648781	NA
SAMN15648545	PRJNA648781	NA
SAMN15648544	PRJNA648781	NA
SAMN15648543	PRJNA648781	NA
SAMN15648542	PRJNA648781	NA
SAMN15648541	PRJNA648781	NA
SAMN15648540	PRJNA648781	NA
SAMN15648539	PRJNA648781	NA
SAMN15648538	PRJNA648781	NA
SAMN15648537	PRJNA648781	NA
SAMN15648087	PRJNA648781	NA
SAMN15648042	PRJNA648781	NA
SAMN15648175	PRJNA648781	NA
SAMN15648174	PRJNA648781	NA
SAMN15648173	PRJNA648781	NA
SAMN15648172	PRJNA648781	NA
SAMN15648171	PRJNA648781	NA
SAMN15648170	PRJNA648781	NA
SAMN15648169	PRJNA648781	NA
SAMN15648168	PRJNA648781	NA
SAMN15648167	PRJNA648781	NA
SAMN15648050	PRJNA648781	NA
SAMN15648166	PRJNA648781	NA
SAMN15648165	PRJNA648781	NA
SAMN15648164	PRJNA648781	NA
SAMN15648163	PRJNA648781	NA
SAMN15648162	PRJNA648781	NA
SAMN15648161	PRJNA648781	NA
SAMN15648160	PRJNA648781	NA
SAMN15648159	PRJNA648781	NA
SAMN15648158	PRJNA648781	NA
SAMN15648157	PRJNA648781	NA
SAMN15648049	PRJNA648781	NA
SAMN15648156	PRJNA648781	NA
SAMN15648155	PRJNA648781	NA
SAMN15648154	PRJNA648781	NA
SAMN15648153	PRJNA648781	NA
SAMN15648152	PRJNA648781	NA
SAMN15648151	PRJNA648781	NA
SAMN15648150	PRJNA648781	NA
SAMN15648149	PRJNA648781	NA
SAMN15648148	PRJNA648781	NA
SAMN15648147	PRJNA648781	NA
SAMN15648048	PRJNA648781	NA
SAMN15648146	PRJNA648781	NA
SAMN15648145	PRJNA648781	NA
SAMN15648144	PRJNA648781	NA
SAMN15648143	PRJNA648781	NA
SAMN15648142	PRJNA648781	NA
SAMN15648141	PRJNA648781	NA
SAMN15648140	PRJNA648781	NA
SAMN15648139	PRJNA648781	NA
SAMN15648138	PRJNA648781	NA
SAMN15648137	PRJNA648781	NA
SAMN15648047	PRJNA648781	NA
SAMN15648038	PRJNA648781	NA
SAMN15648037	PRJNA648781	NA
SAMN15648136	PRJNA648781	NA
SAMN15648135	PRJNA648781	NA
SAMN15648134	PRJNA648781	NA
SAMN15648133	PRJNA648781	NA
SAMN15648132	PRJNA648781	NA
SAMN15648131	PRJNA648781	NA
SAMN15648130	PRJNA648781	NA
SAMN15648129	PRJNA648781	NA
SAMN15648211	PRJNA648781	NA
SAMN15648210	PRJNA648781	NA
SAMN15648209	PRJNA648781	NA
SAMN15648208	PRJNA648781	NA
SAMN15648207	PRJNA648781	NA
SAMN15648054	PRJNA648781	NA
SAMN15648206	PRJNA648781	NA
SAMN15648205	PRJNA648781	NA
SAMN15648204	PRJNA648781	NA
SAMN15648203	PRJNA648781	NA
SAMN15648202	PRJNA648781	NA
SAMN15648201	PRJNA648781	NA
SAMN15648200	PRJNA648781	NA
SAMN15648199	PRJNA648781	NA
SAMN15648198	PRJNA648781	NA
SAMN15648197	PRJNA648781	NA
SAMN15648053	PRJNA648781	NA
SAMN15648196	PRJNA648781	NA
SAMN15648195	PRJNA648781	NA
SAMN15648194	PRJNA648781	NA
SAMN15648193	PRJNA648781	NA
SAMN15648192	PRJNA648781	NA
SAMN15648191	PRJNA648781	NA
SAMN15648190	PRJNA648781	NA
SAMN15648189	PRJNA648781	NA
SAMN15648188	PRJNA648781	NA
SAMN15648187	PRJNA648781	NA
SAMN15648052	PRJNA648781	NA
SAMN15648186	PRJNA648781	NA
SAMN15648185	PRJNA648781	NA
SAMN15648184	PRJNA648781	NA
SAMN15648183	PRJNA648781	NA
SAMN15648182	PRJNA648781	NA
SAMN15648181	PRJNA648781	NA
SAMN15648180	PRJNA648781	NA
SAMN15648179	PRJNA648781	NA
SAMN15648178	PRJNA648781	NA
SAMN15648177	PRJNA648781	NA
SAMN15648051	PRJNA648781	NA
SAMN15648176	PRJNA648781	NA
SAMN15648499	PRJNA648781	NA
SAMN15648498	PRJNA648781	NA
SAMN15648497	PRJNA648781	NA
SAMN15648083	PRJNA648781	NA
SAMN15648496	PRJNA648781	NA
SAMN15648495	PRJNA648781	NA
SAMN15648494	PRJNA648781	NA
SAMN15648493	PRJNA648781	NA
SAMN15648492	PRJNA648781	NA
SAMN15648491	PRJNA648781	NA
SAMN15648490	PRJNA648781	NA
SAMN15648489	PRJNA648781	NA
SAMN15648488	PRJNA648781	NA
SAMN15648487	PRJNA648781	NA
SAMN15648082	PRJNA648781	NA
SAMN15648486	PRJNA648781	NA
SAMN15648485	PRJNA648781	NA
SAMN15648484	PRJNA648781	NA
SAMN15648483	PRJNA648781	NA
SAMN15648482	PRJNA648781	NA
SAMN15648481	PRJNA648781	NA
SAMN15648480	PRJNA648781	NA
SAMN15648479	PRJNA648781	NA
SAMN15648478	PRJNA648781	NA
SAMN15648477	PRJNA648781	NA
SAMN15648081	PRJNA648781	NA
SAMN15648476	PRJNA648781	NA
SAMN15648475	PRJNA648781	NA
SAMN15648474	PRJNA648781	NA
SAMN15648473	PRJNA648781	NA
SAMN15648472	PRJNA648781	NA
SAMN15648471	PRJNA648781	NA
SAMN15648470	PRJNA648781	NA
SAMN15648469	PRJNA648781	NA
SAMN15648468	PRJNA648781	NA
SAMN15648467	PRJNA648781	NA
SAMN15648080	PRJNA648781	NA
SAMN15648466	PRJNA648781	NA
SAMN15648465	PRJNA648781	NA
SAMN15648464	PRJNA648781	NA
SAMN15648355	PRJNA648781	NA
SAMN15648354	PRJNA648781	NA
SAMN15648353	PRJNA648781	NA
SAMN15648352	PRJNA648781	NA
SAMN15648351	PRJNA648781	NA
SAMN15648350	PRJNA648781	NA
SAMN15648349	PRJNA648781	NA
SAMN15648348	PRJNA648781	NA
SAMN15648347	PRJNA648781	NA
SAMN15648068	PRJNA648781	NA
SAMN15648346	PRJNA648781	NA
SAMN15648345	PRJNA648781	NA
SAMN15648344	PRJNA648781	NA
SAMN15648343	PRJNA648781	NA
SAMN15648342	PRJNA648781	NA
SAMN15648341	PRJNA648781	NA
SAMN15648340	PRJNA648781	NA
